,MSN,StateCode,Year,Amount,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance
2180,WDEXB,MI,2016,0,Michigan,154.5188531,61,1293489
2181,WDPRB,MI,2016,90056,Michigan,154.5188531,61,1293489
2182,WDTCB,MI,2016,90056,Michigan,154.5188531,61,1293489
2183,WSTCB,MI,2016,22336,Michigan,154.5188531,61,1293489
2184,WWPRB,MI,2016,112392,Michigan,154.5188531,61,1293489
2185,WYTCB,MI,2016,43351,Michigan,154.5188531,61,1293489
2186,BDFDB,MN,2016,9572,Minnesota,91.10054342,92,16796366
2187,BDPRP,MN,2016,1762,Minnesota,91.10054342,92,16796366
2188,BFFDB,MN,2016,168756,Minnesota,91.10054342,92,16796366
2189,BFPRP,MN,2016,29682,Minnesota,91.10054342,92,16796366
2190,CLPRB,MN,2016,0,Minnesota,91.10054342,92,16796366
2191,CLPRK,MN,2016,0,Minnesota,91.10054342,92,16796366
2192,CLPRP,MN,2016,0,Minnesota,91.10054342,92,16796366
2193,COPRK,MN,2016,0,Minnesota,91.10054342,92,16796366
2194,EMFDB,MN,2016,159184,Minnesota,91.10054342,92,16796366
2195,ENPRP,MN,2016,27920,Minnesota,91.10054342,92,16796366
2196,GETCB,MN,2016,1075,Minnesota,91.10054342,92,16796366
2197,HYTCB,MN,2016,11157,Minnesota,91.10054342,92,16796366
2198,NCPRB,MN,2016,104583,Minnesota,91.10054342,92,16796366
2199,NGMPB,MN,2016,0,Minnesota,91.10054342,92,16796366
2200,NGMPK,MN,2016,0,Minnesota,91.10054342,92,16796366
2201,NGMPP,MN,2016,0,Minnesota,91.10054342,92,16796366
2202,NUETB,MN,2016,144970,Minnesota,91.10054342,92,16796366
2203,PAPRB,MN,2016,0,Minnesota,91.10054342,92,16796366
2204,PAPRP,MN,2016,0,Minnesota,91.10054342,92,16796366
2205,REPRB,MN,2016,351303,Minnesota,91.10054342,92,16796366
2206,SOTCB,MN,2016,645,Minnesota,91.10054342,92,16796366
2207,TEPRB,MN,2016,496273,Minnesota,91.10054342,92,16796366
2208,TETCB,MN,2016,1838918,Minnesota,91.10054342,92,16796366
2209,WDEXB,MN,2016,0,Minnesota,91.10054342,92,16796366
2210,WDPRB,MN,2016,63244,Minnesota,91.10054342,92,16796366
2211,WDTCB,MN,2016,63244,Minnesota,91.10054342,92,16796366
2212,WSTCB,MN,2016,14720,Minnesota,91.10054342,92,16796366
2213,WWPRB,MN,2016,77964,Minnesota,91.10054342,92,16796366
2214,WYTCB,MN,2016,91706,Minnesota,91.10054342,92,16796366
2215,BDFDB,MO,2016,21036,Missouri,119.0157079,520,10631411
2216,BDPRP,MO,2016,3872,Missouri,119.0157079,520,10631411
2217,BFFDB,MO,2016,58928,Missouri,119.0157079,520,10631411
2218,BFPRP,MO,2016,10518,Missouri,119.0157079,520,10631411
2219,CLPRB,MO,2016,5125,Missouri,119.0157079,520,10631411
2220,CLPRK,MO,2016,21.912,Missouri,119.0157079,520,10631411
2221,CLPRP,MO,2016,234,Missouri,119.0157079,520,10631411
2222,COPRK,MO,2016,5.722,Missouri,119.0157079,520,10631411
2223,EMFDB,MO,2016,37892,Missouri,119.0157079,520,10631411
2224,ENPRP,MO,2016,6646,Missouri,119.0157079,520,10631411
2225,GETCB,MO,2016,352,Missouri,119.0157079,520,10631411
2226,HYTCB,MO,2016,11711,Missouri,119.0157079,520,10631411
2227,NCPRB,MO,2016,24297,Missouri,119.0157079,520,10631411
2228,NGMPB,MO,2016,1,Missouri,119.0157079,520,10631411
2229,NGMPK,MO,2016,1.024,Missouri,119.0157079,520,10631411
2230,NGMPP,MO,2016,1,Missouri,119.0157079,520,10631411
2231,NUETB,MO,2016,98630,Missouri,119.0157079,520,10631411
2232,PAPRB,MO,2016,704,Missouri,119.0157079,520,10631411
2233,PAPRP,MO,2016,123,Missouri,119.0157079,520,10631411
2234,REPRB,MO,2016,105876,Missouri,119.0157079,520,10631411
2235,SOTCB,MO,2016,1876,Missouri,119.0157079,520,10631411
2236,TEPRB,MO,2016,210336,Missouri,119.0157079,520,10631411
2237,TETCB,MO,2016,1781656,Missouri,119.0157079,520,10631411
2238,WDEXB,MO,2016,0,Missouri,119.0157079,520,10631411
2239,WDPRB,MO,2016,20211,Missouri,119.0157079,520,10631411
2240,WDTCB,MO,2016,20211,Missouri,119.0157079,520,10631411
2241,WSTCB,MO,2016,2441,Missouri,119.0157079,520,10631411
2242,WWPRB,MO,2016,22652,Missouri,119.0157079,520,10631411
2243,WYTCB,MO,2016,10357,Missouri,119.0157079,520,10631411
2244,BDFDB,MS,2016,8006,Mississippi,62.31469737,608,96309030
2245,BDPRP,MS,2016,1474,Mississippi,62.31469737,608,96309030
2246,BFFDB,MS,2016,14736,Mississippi,62.31469737,608,96309030
2247,BFPRP,MS,2016,2654,Mississippi,62.31469737,608,96309030
2248,CLPRB,MS,2016,32349,Mississippi,62.31469737,608,96309030
2249,CLPRK,MS,2016,11.272,Mississippi,62.31469737,608,96309030
2250,CLPRP,MS,2016,2870,Mississippi,62.31469737,608,96309030
2251,COPRK,MS,2016,5.722,Mississippi,62.31469737,608,96309030
2252,EMFDB,MS,2016,6731,Mississippi,62.31469737,608,96309030
2253,ENPRP,MS,2016,1181,Mississippi,62.31469737,608,96309030
2254,GETCB,MS,2016,958,Mississippi,62.31469737,608,96309030
2255,HYTCB,MS,2016,0,Mississippi,62.31469737,608,96309030
2256,NCPRB,MS,2016,1031,Mississippi,62.31469737,608,96309030
2257,NGMPB,MS,2016,50418,Mississippi,62.31469737,608,96309030
2258,NGMPK,MS,2016,1.039,Mississippi,62.31469737,608,96309030
2259,NGMPP,MS,2016,48504,Mississippi,62.31469737,608,96309030
2260,NUETB,MS,2016,61680,Mississippi,62.31469737,608,96309030
2261,PAPRB,MS,2016,116649,Mississippi,62.31469737,608,96309030
2262,PAPRP,MS,2016,20386,Mississippi,62.31469737,608,96309030
2263,REPRB,MS,2016,78133,Mississippi,62.31469737,608,96309030
2264,SOTCB,MS,2016,73,Mississippi,62.31469737,608,96309030
2265,TEPRB,MS,2016,339228,Mississippi,62.31469737,608,96309030
2266,TETCB,MS,2016,1071689,Mississippi,62.31469737,608,96309030
2267,WDEXB,MS,2016,9243,Mississippi,62.31469737,608,96309030
2268,WDPRB,MS,2016,60285,Mississippi,62.31469737,608,96309030
2269,WDTCB,MS,2016,51042,Mississippi,62.31469737,608,96309030
2270,WSTCB,MS,2016,2081,Mississippi,62.31469737,608,96309030
2271,WWPRB,MS,2016,62366,Mississippi,62.31469737,608,96309030
2272,WYTCB,MS,2016,0,Mississippi,62.31469737,608,96309030
2273,BDFDB,MT,2016,3,Montana,31.13795175,90,2257495
2274,BDPRP,MT,2016,1,Montana,31.13795175,90,2257495
2275,BFFDB,MT,2016,3,Montana,31.13795175,90,2257495
2276,BFPRP,MT,2016,1,Montana,31.13795175,90,2257495
2277,CLPRB,MT,2016,572787,Montana,31.13795175,90,2257495
2278,CLPRK,MT,2016,17.714,Montana,31.13795175,90,2257495
2279,CLPRP,MT,2016,32336,Montana,31.13795175,90,2257495
2280,COPRK,MT,2016,5.722,Montana,31.13795175,90,2257495
2281,EMFDB,MT,2016,0,Montana,31.13795175,90,2257495
2282,ENPRP,MT,2016,0,Montana,31.13795175,90,2257495
2283,GETCB,MT,2016,337,Montana,31.13795175,90,2257495
2284,HYTCB,MT,2016,93082,Montana,31.13795175,90,2257495
2285,NCPRB,MT,2016,113287,Montana,31.13795175,90,2257495
2286,NGMPB,MT,2016,52130,Montana,31.13795175,90,2257495
2287,NGMPK,MT,2016,1.088,Montana,31.13795175,90,2257495
2288,NGMPP,MT,2016,47921,Montana,31.13795175,90,2257495
2289,NUETB,MT,2016,0,Montana,31.13795175,90,2257495
2290,PAPRB,MT,2016,132625,Montana,31.13795175,90,2257495
2291,PAPRP,MT,2016,23178,Montana,31.13795175,90,2257495
2292,REPRB,MT,2016,128095,Montana,31.13795175,90,2257495
2293,SOTCB,MT,2016,110,Montana,31.13795175,90,2257495
2294,TEPRB,MT,2016,885637,Montana,31.13795175,90,2257495
2295,TETCB,MT,2016,406422,Montana,31.13795175,90,2257495
2296,WDEXB,MT,2016,0,Montana,31.13795175,90,2257495
2297,WDPRB,MT,2016,14414,Montana,31.13795175,90,2257495
2298,WDTCB,MT,2016,14414,Montana,31.13795175,90,2257495
2299,WSTCB,MT,2016,392,Montana,31.13795175,90,2257495
2300,WWPRB,MT,2016,14805,Montana,31.13795175,90,2257495
2301,WYTCB,MT,2016,19758,Montana,31.13795175,90,2257495
2302,BDFDB,NC,2016,425,North Carolina,124.895788,156,190472938
2303,BDPRP,NC,2016,78,North Carolina,124.895788,156,190472938
2304,BFFDB,NC,2016,425,North Carolina,124.895788,156,190472938
2305,BFPRP,NC,2016,78,North Carolina,124.895788,156,190472938
2306,CLPRB,NC,2016,0,North Carolina,124.895788,156,190472938
2307,CLPRK,NC,2016,0,North Carolina,124.895788,156,190472938
2308,CLPRP,NC,2016,0,North Carolina,124.895788,156,190472938
2309,COPRK,NC,2016,0,North Carolina,124.895788,156,190472938
2310,EMFDB,NC,2016,0,North Carolina,124.895788,156,190472938
2311,ENPRP,NC,2016,0,North Carolina,124.895788,156,190472938
2312,GETCB,NC,2016,967,North Carolina,124.895788,156,190472938
2313,HYTCB,NC,2016,40779,North Carolina,124.895788,156,190472938
2314,NCPRB,NC,2016,75202,North Carolina,124.895788,156,190472938
2315,NGMPB,NC,2016,0,North Carolina,124.895788,156,190472938
2316,NGMPK,NC,2016,0,North Carolina,124.895788,156,190472938
2317,NGMPP,NC,2016,0,North Carolina,124.895788,156,190472938
2318,NUETB,NC,2016,447500,North Carolina,124.895788,156,190472938
2319,PAPRB,NC,2016,0,North Carolina,124.895788,156,190472938
2320,PAPRP,NC,2016,0,North Carolina,124.895788,156,190472938
2321,REPRB,NC,2016,199520,North Carolina,124.895788,156,190472938
2322,SOTCB,NC,2016,33397,North Carolina,124.895788,156,190472938
2323,TEPRB,NC,2016,647020,North Carolina,124.895788,156,190472938
2324,TETCB,NC,2016,2619589,North Carolina,124.895788,156,190472938
2325,WDEXB,NC,2016,17887,North Carolina,124.895788,156,190472938
2326,WDPRB,NC,2016,114422,North Carolina,124.895788,156,190472938
2327,WDTCB,NC,2016,96534,North Carolina,124.895788,156,190472938
2328,WSTCB,NC,2016,9472,North Carolina,124.895788,156,190472938
2329,WWPRB,NC,2016,123894,North Carolina,124.895788,156,190472938
2330,WYTCB,NC,2016,58,North Carolina,124.895788,156,190472938
2331,BDFDB,ND,2016,9254,North Dakota,54.93206111,24,502584
2332,BDPRP,ND,2016,1703,North Dakota,54.93206111,24,502584
2333,BFFDB,ND,2016,65607,North Dakota,54.93206111,24,502584
2334,BFPRP,ND,2016,11587,North Dakota,54.93206111,24,502584
2335,CLPRB,ND,2016,399856,North Dakota,54.93206111,24,502584
2336,CLPRK,ND,2016,14.219,North Dakota,54.93206111,24,502584
2337,CLPRP,ND,2016,28121,North Dakota,54.93206111,24,502584
2338,COPRK,ND,2016,5.722,North Dakota,54.93206111,24,502584
2339,EMFDB,ND,2016,56353,North Dakota,54.93206111,24,502584
2340,ENPRP,ND,2016,9884,North Dakota,54.93206111,24,502584
2341,GETCB,ND,2016,978,North Dakota,54.93206111,24,502584
2342,HYTCB,ND,2016,17652,North Dakota,54.93206111,24,502584
2343,NCPRB,ND,2016,94079,North Dakota,54.93206111,24,502584
2344,NGMPB,ND,2016,766865,North Dakota,54.93206111,24,502584
2345,NGMPK,ND,2016,1.441,North Dakota,54.93206111,24,502584
2346,NGMPP,ND,2016,531997,North Dakota,54.93206111,24,502584
2347,NUETB,ND,2016,0,North Dakota,54.93206111,24,502584
2348,PAPRB,ND,2016,2161886,North Dakota,54.93206111,24,502584
2349,PAPRP,ND,2016,377820,North Dakota,54.93206111,24,502584
2350,REPRB,ND,2016,162635,North Dakota,54.93206111,24,502584
2351,SOTCB,ND,2016,7,North Dakota,54.93206111,24,502584
2352,TEPRB,ND,2016,3491242,North Dakota,54.93206111,24,502584
2353,TETCB,ND,2016,583657,North Dakota,54.93206111,24,502584
2354,WDEXB,ND,2016,0,North Dakota,54.93206111,24,502584
2355,WDPRB,ND,2016,1021,North Dakota,54.93206111,24,502584
2356,WDTCB,ND,2016,1021,North Dakota,54.93206111,24,502584
2357,WSTCB,ND,2016,1928,North Dakota,54.93206111,24,502584
2358,WWPRB,ND,2016,2949,North Dakota,54.93206111,24,502584
2359,WYTCB,ND,2016,75443,North Dakota,54.93206111,24,502584
2360,BDFDB,NE,2016,3464,Nebraska,48.35090988,199,4011050
2361,BDPRP,NE,2016,638,Nebraska,48.35090988,199,4011050
2362,BFFDB,NE,2016,282138,Nebraska,48.35090988,199,4011050
2363,BFPRP,NE,2016,49516,Nebraska,48.35090988,199,4011050
2364,CLPRB,NE,2016,0,Nebraska,48.35090988,199,4011050
2365,CLPRK,NE,2016,0,Nebraska,48.35090988,199,4011050
2366,CLPRP,NE,2016,0,Nebraska,48.35090988,199,4011050
2367,COPRK,NE,2016,5.722,Nebraska,48.35090988,199,4011050
2368,EMFDB,NE,2016,278674,Nebraska,48.35090988,199,4011050
2369,ENPRP,NE,2016,48878,Nebraska,48.35090988,199,4011050
2370,GETCB,NE,2016,1212,Nebraska,48.35090988,199,4011050
2371,HYTCB,NE,2016,7906,Nebraska,48.35090988,199,4011050
2372,NCPRB,NE,2016,44275,Nebraska,48.35090988,199,4011050
2373,NGMPB,NE,2016,557,Nebraska,48.35090988,199,4011050
2374,NGMPK,NE,2016,1.059,Nebraska,48.35090988,199,4011050
2375,NGMPP,NE,2016,526,Nebraska,48.35090988,199,4011050
2376,NUETB,NE,2016,97798,Nebraska,48.35090988,199,4011050
2377,PAPRB,NE,2016,12560,Nebraska,48.35090988,199,4011050
2378,PAPRP,NE,2016,2195,Nebraska,48.35090988,199,4011050
2379,REPRB,NE,2016,330919,Nebraska,48.35090988,199,4011050
2380,SOTCB,NE,2016,90,Nebraska,48.35090988,199,4011050
2381,TEPRB,NE,2016,441834,Nebraska,48.35090988,199,4011050
2382,TETCB,NE,2016,870370,Nebraska,48.35090988,199,4011050
2383,WDEXB,NE,2016,0,Nebraska,48.35090988,199,4011050
2384,WDPRB,NE,2016,2843,Nebraska,48.35090988,199,4011050
2385,WDTCB,NE,2016,2843,Nebraska,48.35090988,199,4011050
2386,WSTCB,NE,2016,1663,Nebraska,48.35090988,199,4011050
2387,WWPRB,NE,2016,4506,Nebraska,48.35090988,199,4011050
2388,WYTCB,NE,2016,35067,Nebraska,48.35090988,199,4011050
2389,BDFDB,NH,2016,399,New Hampshire,13.81151032,40,3111505
2390,BDPRP,NH,2016,73,New Hampshire,13.81151032,40,3111505
2391,BFFDB,NH,2016,399,New Hampshire,13.81151032,40,3111505
2392,BFPRP,NH,2016,73,New Hampshire,13.81151032,40,3111505
2393,CLPRB,NH,2016,0,New Hampshire,13.81151032,40,3111505
2394,CLPRK,NH,2016,0,New Hampshire,13.81151032,40,3111505
2395,CLPRP,NH,2016,0,New Hampshire,13.81151032,40,3111505
2396,COPRK,NH,2016,0,New Hampshire,13.81151032,40,3111505
2397,EMFDB,NH,2016,0,New Hampshire,13.81151032,40,3111505
2398,ENPRP,NH,2016,0,New Hampshire,13.81151032,40,3111505
2399,GETCB,NH,2016,29,New Hampshire,13.81151032,40,3111505
2400,HYTCB,NH,2016,10574,New Hampshire,13.81151032,40,3111505
2401,NCPRB,NH,2016,15141,New Hampshire,13.81151032,40,3111505
2402,NGMPB,NH,2016,0,New Hampshire,13.81151032,40,3111505
2403,NGMPK,NH,2016,0,New Hampshire,13.81151032,40,3111505
2404,NGMPP,NH,2016,0,New Hampshire,13.81151032,40,3111505
2405,NUETB,NH,2016,112551,New Hampshire,13.81151032,40,3111505
2406,PAPRB,NH,2016,0,New Hampshire,13.81151032,40,3111505
2407,PAPRP,NH,2016,0,New Hampshire,13.81151032,40,3111505
2408,REPRB,NH,2016,56290,New Hampshire,13.81151032,40,3111505
2409,SOTCB,NH,2016,547,New Hampshire,13.81151032,40,3111505
2410,TEPRB,NH,2016,168841,New Hampshire,13.81151032,40,3111505
2411,TETCB,NH,2016,307290,New Hampshire,13.81151032,40,3111505
2412,WDEXB,NH,2016,0,New Hampshire,13.81151032,40,3111505
2413,WDPRB,NH,2016,36335,New Hampshire,13.81151032,40,3111505
2414,WDTCB,NH,2016,36335,New Hampshire,13.81151032,40,3111505
2415,WSTCB,NH,2016,4415,New Hampshire,13.81151032,40,3111505
2416,WWPRB,NH,2016,40750,New Hampshire,13.81151032,40,3111505
2417,WYTCB,NH,2016,3991,New Hampshire,13.81151032,40,3111505
2418,BDFDB,NJ,2016,1246,New Jersey,105.6200444,34,597439
2419,BDPRP,NJ,2016,229,New Jersey,105.6200444,34,597439
2420,BFFDB,NJ,2016,1246,New Jersey,105.6200444,34,597439
2421,BFPRP,NJ,2016,229,New Jersey,105.6200444,34,597439
2422,CLPRB,NJ,2016,0,New Jersey,105.6200444,34,597439
2423,CLPRK,NJ,2016,0,New Jersey,105.6200444,34,597439
2424,CLPRP,NJ,2016,0,New Jersey,105.6200444,34,597439
2425,COPRK,NJ,2016,0,New Jersey,105.6200444,34,597439
2426,EMFDB,NJ,2016,0,New Jersey,105.6200444,34,597439
2427,ENPRP,NJ,2016,0,New Jersey,105.6200444,34,597439
2428,GETCB,NJ,2016,466,New Jersey,105.6200444,34,597439
2429,HYTCB,NJ,2016,88,New Jersey,105.6200444,34,597439
2430,NCPRB,NJ,2016,23007,New Jersey,105.6200444,34,597439
2431,NGMPB,NJ,2016,0,New Jersey,105.6200444,34,597439
2432,NGMPK,NJ,2016,0,New Jersey,105.6200444,34,597439
2433,NGMPP,NJ,2016,0,New Jersey,105.6200444,34,597439
2434,NUETB,NJ,2016,312569,New Jersey,105.6200444,34,597439
2435,PAPRB,NJ,2016,0,New Jersey,105.6200444,34,597439
2436,PAPRP,NJ,2016,0,New Jersey,105.6200444,34,597439
2437,REPRB,NJ,2016,46546,New Jersey,105.6200444,34,597439
2438,SOTCB,NJ,2016,22261,New Jersey,105.6200444,34,597439
2439,TEPRB,NJ,2016,359115,New Jersey,105.6200444,34,597439
2440,TETCB,NJ,2016,2140838,New Jersey,105.6200444,34,597439
2441,WDEXB,NJ,2016,0,New Jersey,105.6200444,34,597439
2442,WDPRB,NJ,2016,5994,New Jersey,105.6200444,34,597439
2443,WDTCB,NJ,2016,5994,New Jersey,105.6200444,34,597439
2444,WSTCB,NJ,2016,16299,New Jersey,105.6200444,34,597439
2445,WWPRB,NJ,2016,22293,New Jersey,105.6200444,34,597439
2446,WYTCB,NJ,2016,192,New Jersey,105.6200444,34,597439
2447,BDFDB,NM,2016,0,New Mexico,48.84541366,28,2015514
2448,BDPRP,NM,2016,0,New Mexico,48.84541366,28,2015514
2449,BFFDB,NM,2016,0,New Mexico,48.84541366,28,2015514
2450,BFPRP,NM,2016,0,New Mexico,48.84541366,28,2015514
2451,CLPRB,NM,2016,246549,New Mexico,48.84541366,28,2015514
2452,CLPRK,NM,2016,18.48,New Mexico,48.84541366,28,2015514
2453,CLPRP,NM,2016,13341,New Mexico,48.84541366,28,2015514
2454,COPRK,NM,2016,5.722,New Mexico,48.84541366,28,2015514
2455,EMFDB,NM,2016,0,New Mexico,48.84541366,28,2015514
2456,ENPRP,NM,2016,0,New Mexico,48.84541366,28,2015514
2457,GETCB,NM,2016,499,New Mexico,48.84541366,28,2015514
2458,HYTCB,NM,2016,1366,New Mexico,48.84541366,28,2015514
2459,NCPRB,NM,2016,43741,New Mexico,48.84541366,28,2015514
2460,NGMPB,NM,2016,1422598,New Mexico,48.84541366,28,2015514
2461,NGMPK,NM,2016,1.157,New Mexico,48.84541366,28,2015514
2462,NGMPP,NM,2016,1229647,New Mexico,48.84541366,28,2015514
2463,NUETB,NM,2016,0,New Mexico,48.84541366,28,2015514
2464,PAPRB,NM,2016,839040,New Mexico,48.84541366,28,2015514
2465,PAPRP,NM,2016,146634,New Mexico,48.84541366,28,2015514
2466,REPRB,NM,2016,54822,New Mexico,48.84541366,28,2015514
2467,SOTCB,NM,2016,8591,New Mexico,48.84541366,28,2015514
2468,TEPRB,NM,2016,2563009,New Mexico,48.84541366,28,2015514
2469,TETCB,NM,2016,673638,New Mexico,48.84541366,28,2015514
2470,WDEXB,NM,2016,0,New Mexico,48.84541366,28,2015514
2471,WDPRB,NM,2016,10673,New Mexico,48.84541366,28,2015514
2472,WDTCB,NM,2016,10673,New Mexico,48.84541366,28,2015514
2473,WSTCB,NM,2016,407,New Mexico,48.84541366,28,2015514
2474,WWPRB,NM,2016,11080,New Mexico,48.84541366,28,2015514
2475,WYTCB,NM,2016,33285,New Mexico,48.84541366,28,2015514
2476,BDFDB,NV,2016,0,Nevada,39.97099675,16,54082
2477,BDPRP,NV,2016,0,Nevada,39.97099675,16,54082
2478,BFFDB,NV,2016,0,Nevada,39.97099675,16,54082
2479,BFPRP,NV,2016,0,Nevada,39.97099675,16,54082
2480,CLPRB,NV,2016,0,Nevada,39.97099675,16,54082
2481,CLPRK,NV,2016,0,Nevada,39.97099675,16,54082
2482,CLPRP,NV,2016,0,Nevada,39.97099675,16,54082
2483,COPRK,NV,2016,5.722,Nevada,39.97099675,16,54082
2484,EMFDB,NV,2016,0,Nevada,39.97099675,16,54082
2485,ENPRP,NV,2016,0,Nevada,39.97099675,16,54082
2486,GETCB,NV,2016,32506,Nevada,39.97099675,16,54082
2487,HYTCB,NV,2016,16518,Nevada,39.97099675,16,54082
2488,NCPRB,NV,2016,85523,Nevada,39.97099675,16,54082
2489,NGMPB,NV,2016,3,Nevada,39.97099675,16,54082
2490,NGMPK,NV,2016,1.041,Nevada,39.97099675,16,54082
2491,NGMPP,NV,2016,3,Nevada,39.97099675,16,54082
2492,NUETB,NV,2016,0,Nevada,39.97099675,16,54082
2493,PAPRB,NV,2016,1585,Nevada,39.97099675,16,54082
2494,PAPRP,NV,2016,277,Nevada,39.97099675,16,54082
2495,REPRB,NV,2016,88587,Nevada,39.97099675,16,54082
2496,SOTCB,NV,2016,33324,Nevada,39.97099675,16,54082
2497,TEPRB,NV,2016,90175,Nevada,39.97099675,16,54082
2498,TETCB,NV,2016,727193,Nevada,39.97099675,16,54082
2499,WDEXB,NV,2016,0,Nevada,39.97099675,16,54082
2500,WDPRB,NV,2016,2291,Nevada,39.97099675,16,54082
2501,WDTCB,NV,2016,2291,Nevada,39.97099675,16,54082
2502,WSTCB,NV,2016,773,Nevada,39.97099675,16,54082
2503,WWPRB,NV,2016,3064,Nevada,39.97099675,16,54082
2504,WYTCB,NV,2016,3175,Nevada,39.97099675,16,54082
2505,BDFDB,NY,2016,0,New York,170.1509065,73,2403723
2506,BDPRP,NY,2016,0,New York,170.1509065,73,2403723
2507,BFFDB,NY,2016,21669,New York,170.1509065,73,2403723
2508,BFPRP,NY,2016,3801,New York,170.1509065,73,2403723
2509,CLPRB,NY,2016,0,New York,170.1509065,73,2403723
2510,CLPRK,NY,2016,0,New York,170.1509065,73,2403723
2511,CLPRP,NY,2016,0,New York,170.1509065,73,2403723
2512,COPRK,NY,2016,5.722,New York,170.1509065,73,2403723
2513,EMFDB,NY,2016,21669,New York,170.1509065,73,2403723
2514,ENPRP,NY,2016,3801,New York,170.1509065,73,2403723
2515,GETCB,NY,2016,1185,New York,170.1509065,73,2403723
2516,HYTCB,NY,2016,248232,New York,170.1509065,73,2403723
2517,NCPRB,NY,2016,296467,New York,170.1509065,73,2403723
2518,NGMPB,NY,2016,13942,New York,170.1509065,73,2403723
2519,NGMPK,NY,2016,1.031,New York,170.1509065,73,2403723
2520,NGMPP,NY,2016,13523,New York,170.1509065,73,2403723
2521,NUETB,NY,2016,434791,New York,170.1509065,73,2403723
2522,PAPRB,NY,2016,1287,New York,170.1509065,73,2403723
2523,PAPRP,NY,2016,225,New York,170.1509065,73,2403723
2524,REPRB,NY,2016,412994,New York,170.1509065,73,2403723
2525,SOTCB,NY,2016,10674,New York,170.1509065,73,2403723
2526,TEPRB,NY,2016,863014,New York,170.1509065,73,2403723
2527,TETCB,NY,2016,3768794,New York,170.1509065,73,2403723
2528,WDEXB,NY,2016,0,New York,170.1509065,73,2403723
2529,WDPRB,NY,2016,61123,New York,170.1509065,73,2403723
2530,WDTCB,NY,2016,61123,New York,170.1509065,73,2403723
2531,WSTCB,NY,2016,33736,New York,170.1509065,73,2403723
2532,WWPRB,NY,2016,94858,New York,170.1509065,73,2403723
2533,WYTCB,NY,2016,36376,New York,170.1509065,73,2403723
2534,BDFDB,OH,2016,8675,Ohio,205.3227286,132,775584
2535,BDPRP,OH,2016,1597,Ohio,205.3227286,132,775584
2536,BFFDB,OH,2016,88369,Ohio,205.3227286,132,775584
2537,BFPRP,OH,2016,15575,Ohio,205.3227286,132,775584
2538,CLPRB,OH,2016,309088,Ohio,205.3227286,132,775584
2539,CLPRK,OH,2016,24.601,Ohio,205.3227286,132,775584
2540,CLPRP,OH,2016,12564,Ohio,205.3227286,132,775584
2541,COPRK,OH,2016,5.722,Ohio,205.3227286,132,775584
2542,EMFDB,OH,2016,79695,Ohio,205.3227286,132,775584
2543,ENPRP,OH,2016,13978,Ohio,205.3227286,132,775584
2544,GETCB,OH,2016,3435,Ohio,205.3227286,132,775584
2545,HYTCB,OH,2016,4619,Ohio,205.3227286,132,775584
2546,NCPRB,OH,2016,21425,Ohio,205.3227286,132,775584
2547,NGMPB,OH,2016,1647241,Ohio,205.3227286,132,775584
2548,NGMPK,OH,2016,1.146,Ohio,205.3227286,132,775584
2549,NGMPP,OH,2016,1437285,Ohio,205.3227286,132,775584
2550,NUETB,OH,2016,175893,Ohio,205.3227286,132,775584
2551,PAPRB,OH,2016,123595,Ohio,205.3227286,132,775584
2552,PAPRP,OH,2016,21600,Ohio,205.3227286,132,775584
2553,REPRB,OH,2016,166682,Ohio,205.3227286,132,775584
2554,SOTCB,OH,2016,1874,Ohio,205.3227286,132,775584
2555,TEPRB,OH,2016,2422499,Ohio,205.3227286,132,775584
2556,TETCB,OH,2016,3667777,Ohio,205.3227286,132,775584
2557,WDEXB,OH,2016,0,Ohio,205.3227286,132,775584
2558,WDPRB,OH,2016,41902,Ohio,205.3227286,132,775584
2559,WDTCB,OH,2016,41902,Ohio,205.3227286,132,775584
2560,WSTCB,OH,2016,14986,Ohio,205.3227286,132,775584
2561,WWPRB,OH,2016,56888,Ohio,205.3227286,132,775584
2562,WYTCB,OH,2016,11497,Ohio,205.3227286,132,775584
2563,BDFDB,OK,2016,4466,Oklahoma,96.1010241,58,1341097
2564,BDPRP,OK,2016,822,Oklahoma,96.1010241,58,1341097
2565,BFFDB,OK,2016,4466,Oklahoma,96.1010241,58,1341097
2566,BFPRP,OK,2016,822,Oklahoma,96.1010241,58,1341097
2567,CLPRB,OK,2016,14440,Oklahoma,96.1010241,58,1341097
2568,CLPRK,OK,2016,22.072,Oklahoma,96.1010241,58,1341097
2569,CLPRP,OK,2016,654,Oklahoma,96.1010241,58,1341097
2570,COPRK,OK,2016,5.722,Oklahoma,96.1010241,58,1341097
2571,EMFDB,OK,2016,0,Oklahoma,96.1010241,58,1341097
2572,ENPRP,OK,2016,0,Oklahoma,96.1010241,58,1341097
2573,GETCB,OK,2016,24,Oklahoma,96.1010241,58,1341097
2574,HYTCB,OK,2016,23758,Oklahoma,96.1010241,58,1341097
2575,NCPRB,OK,2016,209175,Oklahoma,96.1010241,58,1341097
2576,NGMPB,OK,2016,2864577,Oklahoma,96.1010241,58,1341097
2577,NGMPK,OK,2016,1.161,Oklahoma,96.1010241,58,1341097
2578,NGMPP,OK,2016,2468312,Oklahoma,96.1010241,58,1341097
2579,NUETB,OK,2016,0,Oklahoma,96.1010241,58,1341097
